"Total No. of Sample Taken Today","35889"
"Total No. of Positive Cases Detected Today","17"
"Total Positive Cases under Home Isolation (03-12-2021)","139"
"Total No. of Samples Sent till date","13718432"
"Total No. of Samples found Positive till date","771797 
(M: 471586 
F: 300194 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761563"
"Total Active COVID-19 Patients","157"
"No. of Deaths","10054"
"Total No. of People Vaccinated today","140913 
(1st Dose: 34524, 
2nd Dose: 106389"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18720969 (91%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","10499072 (51%)"
"Cumulative Coverage of Total COVID-19 Vaccination","29220041"
"COVID-19 Today (04-12-2021) Positivity Rate","0.05%"
"COVID-19 Cumulative Positivity Rate","5.64%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","541161"
