"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","791432","11","49835","0","447","4","49352","36"
"2","ALWAR","1618855","14","84778","0","321","8","84405","52"
"3","BANSWARA","320703","0","14771","0","106","0","14665","0"
"4","BARAN","239777","0","15308","0","64","2","15242","2"
"5","BARMER","404601","0","21455","0","205","0","21250","0"
"6","BHARATPUR","476314","0","31451","0","272","0","31179","0"
"7","BHILWARA","508580","1","38202","0","162","3","38032","8"
"8","BIKANER","750182","4","50050","0","587","7","49408","55"
"9","BUNDI","235940","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","453231","1","29407","0","140","0","29253","14"
"11","CHURU","436108","6","20899","0","115","0","20754","30"
"12","DAUSA","294814","2","15859","0","81","4","15753","25"
"13","DHOLPUR","287520","0","13966","0","49","0","13916","1"
"14","DUNGARPUR","327928","0","25498","0","134","0","25364","0"
"15","GANGANAGAR","423097","0","28159","0","158","0","27995","6"
"16","HANUMANGARH","489020","0","22522","0","114","0","22405","3"
"17","JAIPUR","3451065","29","276635","0","2113","37","274223","299"
"18","JAISALMER","242672","0","17036","0","68","0","16968","0"
"19","JALORE","446359","0","10552","0","78","1","10473","1"
"20","JHALAWAR","406138","0","17755","0","207","1","17543","5"
"21","JHUNJHUNU","493369","0","19160","0","181","0","18978","1"
"22","JODHPUR","1427762","9","141193","0","1164","3","139998","31"
"23","KARAULI","241273","0","8968","0","84","0","8884","0"
