,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Almora,0,0,0,7,0,82,0,0,1.0,0.0,0.0,150122.0,286.0,4627.0,0,621927,,,614 cases were recorded as Migrated / Others,12191,196,11378,234565.0,378369,217924,0,614,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,614.0
1,1,1,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Bageshwar,0,0,0,146,0,0,0,0,0.0,0.0,0.0,146920.0,168.0,2493.0,0,259840,,,25 cases were recorded as Migrated / Others,5764,60,5678,202546.0,183489,131794,0,25,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,25.0
2,2,2,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Chamoli,0,0,0,58,0,0,0,0,0.0,0.0,0.0,193251.0,279.0,3464.0,0,391114,,,204 cases were recorded as Migrated / Others,12242,62,11972,283641.0,274023,193405,0,204,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,204.0
3,3,3,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Champawat,0,0,0,243,5,268,0,0,1.0,0.0,0.0,137183.0,319.0,4666.0,0,259315,,,189 cases were recorded as Migrated / Others,7603,53,7358,232251.0,183523,122797,0,189,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,189.0
4,4,4,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Dehradun,0,0,3,1529,272,3484,0,0,23.0,0.0,27.0,1492938.0,3072.0,30560.0,0,1698560,,,598 cases were recorded as Migrated / Others,112376,3521,108156,1894434.0,1467267,811925,0,598,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,598.0
5,5,5,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Haridwar,1,0,1,1011,19,202,0,0,8.0,0.0,5.0,1703653.0,3297.0,43072.0,0,1927029,,,1376 cases were recorded as Migrated / Others,51503,1019,49100,2073195.0,1458696,668039,0,1376,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,1376.0
6,6,6,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Nainital,2,0,1,238,0,0,0,0,11.0,0.0,12.0,349567.0,1105.0,9608.0,0,955128,,,134 cases were recorded as Migrated / Others,39238,944,38148,553989.0,723597,404479,0,134,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,134.0
7,7,7,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Pauri Garhwal,0,0,0,101,18,213,0,0,0.0,0.0,2.0,244388.0,757.0,6280.0,0,686527,,,701 cases were recorded as Migrated / Others,17686,315,16670,383266.0,431734,232957,0,701,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,701.0
8,8,8,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Pithoragarh,0,0,0,62,24,238,0,0,4.0,1.0,5.0,144019.0,417.0,4094.0,0,485993,,,108 cases were recorded as Migrated / Others,10263,182,9966,216705.0,318893,186376,0,108,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,108.0
9,9,9,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Rudraprayag,0,0,0,128,0,0,0,0,0.0,0.0,1.0,140245.0,190.0,2797.0,0,236857,,,159 cases were recorded as Migrated / Others,8800,106,8535,192623.0,171033,115295,0,159,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,159.0
10,10,10,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Tehri Garhwal,0,0,0,26,3,29,0,0,1.0,0.0,0.0,200564.0,629.0,6016.0,0,616409,,,901 cases were recorded as Migrated / Others,15836,108,14827,305675.0,381953,210464,0,901,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,901.0
11,11,11,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Udham Singh Nagar,0,0,0,620,142,3339,0,0,1.0,0.0,0.0,573661.0,1887.0,34301.0,0,1648367,,,799 cases were recorded as Migrated / Others,37876,761,36315,910953.0,1278885,541573,0,799,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,799.0
12,12,12,2021-11-05,UT,3,0,5,4531,484,7857,0,0,51.0,1.0,52.0,60986.0,12990.0,157012.0,0.0,Uttarkashi,0,0,0,362,1,2,0,0,1.0,0.0,0.0,216998.0,584.0,5034.0,0,329686,,,343 cases were recorded as Migrated / Others,12549,74,12129,337024.0,234860,164486,0,343,2022-01-22T02:22:36.864618+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343927,7401,330232,7820867,7486322,4001514,0,6151,6151.0,343.0
