"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","801335","27","50299","0","449","30","49751","99"
"2","ALWAR","1636956","4","85223","0","321","28","84768","134"
"3","BANSWARA","324194","7","14838","0","106","7","14691","41"
"4","BARAN","244627","2","15329","0","64","2","15258","7"
"5","BARMER","407995","0","21512","0","205","13","21299","8"
"6","BHARATPUR","476533","0","31458","0","274","1","31184","0"
"7","BHILWARA","511686","11","38460","0","162","19","38228","70"
"8","BIKANER","770924","17","50781","1","593","0","50102","86"
"9","BUNDI","237281","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","456083","0","29520","0","140","11","29352","28"
"11","CHURU","439092","0","21005","0","115","0","20862","28"
"12","DAUSA","301044","0","16018","0","82","10","15860","76"
"13","DHOLPUR","291296","6","13975","0","49","1","13919","7"
"14","DUNGARPUR","329473","0","25577","0","134","9","25406","37"
"15","GANGANAGAR","423667","2","28198","0","158","0","28032","8"
"16","HANUMANGARH","489954","2","22551","0","115","0","22431","5"
"17","JAIPUR","3507126","109","278933","0","2116","58","276215","602"
"18","JAISALMER","243793","4","17129","0","68","44","17025","36"
"19","JALORE","451277","7","10670","0","78","3","10536","56"
"20","JHALAWAR","421832","5","17822","0","208","0","17584","30"
"21","JHUNJHUNU","495094","0","19161","0","181","0","18980","0"
"22","JODHPUR","1444462","23","142471","0","1164","35","141059","248"
"23","KARAULI","245170","0","8971","0","85","0","8885","1"
