"Total No. of Sample Taken Today","38571"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","6351"
"Total Active COVID-19 Patients","39565"
"Total No. of Active Cases under Home Isolation (26-01-2022)","37990"
"Total No. of Samples found Positive till date 
Total Omicron Cases:307 (Active – 01, Discharged - 306)","927206"
"Total Positive COVID-19 Patients Recovered / Discharged till date","877399"
"No. of Deaths","10219"
"Total No. of People Vaccinated today","34285 
(1st Dose: 9738, 
2nd Dose: 23065 
Precaution Dose:1482)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22365770 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 80% for 18yrs above population)","16434067 (80%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","119197"
"Cumulative Coverage of Total COVID-19 Vaccination","38919034"
"COVID-19 Today (26-01-2022) Positivity Rate","16.40%"
"Recovery Rate","94.63%"
"Fatality Rate","1.10%"
"Tests Per Million Population","619367"
