"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","775809","2","49705","0","446","0","49250","9"
"2","ALWAR","1566330","2","84434","0","320","1","84109","5"
"3","BANSWARA","307924","2","14755","0","106","3","14640","9"
"4","BARAN","226683","0","15244","0","64","1","15176","4"
"5","BARMER","399351","0","21452","0","205","0","21247","0"
"6","BHARATPUR","473482","3","31445","0","272","0","31153","20"
"7","BHILWARA","499906","0","38176","0","162","0","38014","0"
"8","BIKANER","723764","1","49882","0","586","0","49293","3"
"9","BUNDI","226835","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","447120","1","29364","0","140","0","29222","2"
"11","CHURU","423977","0","20813","0","114","2","20695","4"
"12","DAUSA","283471","0","15773","0","80","0","15693","0"
"13","DHOLPUR","274192","0","13748","0","49","1","13699","0"
"14","DUNGARPUR","326340","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","418653","0","28136","0","158","4","27976","2"
"16","HANUMANGARH","483071","1","22507","0","114","5","22385","8"
"17","JAIPUR","3311139","16","274272","0","2111","20","272011","150"
"18","JAISALMER","240963","0","17036","0","68","0","16968","0"
"19","JALORE","439354","0","10545","0","78","1","10461","6"
"20","JHALAWAR","372669","0","17706","0","207","0","17499","0"
"21","JHUNJHUNU","486827","0","19158","0","181","0","18977","0"
"22","JODHPUR","1391367","6","141034","0","1163","12","139846","25"
"23","KARAULI","234183","0","8968","0","84","0","8881","3"
