"Total No. of Sample Taken Today","48623"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 0)","3541"
"Total Positive Cases under Home Isolation (07-01-2022)","10324"
"Total No. of Samples Sent till date","14944606"
"Total No. of Samples found Positive till date 
Total Omicron Cases:123 (Active – 23, Discharged - 100)","788985 
(M: 481268 
F: 307700 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","764953"
"Total Active COVID-19 Patients","13937"
"No. of Deaths","10072"
"Total No. of People Vaccinated today","241144 
(1st Dose: 143927, 
2nd Dose: 97217)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","21420400"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","15282814"
"Cumulative Coverage of Total COVID-19 Vaccination","36703214"
"COVID-19 Today (08-01-2022) Positivity Rate","7.26%"
"COVID-19 Cumulative Positivity Rate","5.30%"
"Recovery Rate","96.95%"
"Fatality Rate","1.28%"
"Tests Per Million Population","589531"
