"Total No. of Sample Taken Today","10812"
"Total No. of Positive Cases Detected Today","85"
"Total Active COVID-19 Patients","516"
"Total No. of Active Cases under Home Isolation (13-09-2022)","475"
"Total No. of Samples found Positive till date","1053922"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1042689"
"No. of Deaths","10694"
"Total No. of People Vaccinated Today","11814 
(1st Dose: 930 
2nd Dose: 2570 
Precaution Dose: 8314)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23656217 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19786370 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1846961"
"Cumulative Coverage of Total COVID-19 Vaccination","45289548"
"COVID-19 Today (13-09-2022) Positivity Rate","0.79%"
"Recovery Rate","98.93%"
"Fatality Rate","1.01%"
