"Total No. of Sample Taken Today","4086"
"Total No. of Positive Cases Detected Today","37"
"Total Active COVID-19 Patients","286"
"Total No. of Active Cases under Home Isolation (26-09-2022)","261"
"Total No. of Samples found Positive till date","1054761"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1043749"
"No. of Deaths","10703"
"Total No. of People Vaccinated Today","3778 
(1st Dose: 284 
2nd Dose: 1111 
Precaution Dose: 2383)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23662743 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19802808 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1889242"
"Cumulative Coverage of Total COVID-19 Vaccination","45354793"
"COVID-19 Today (26-09-2022) Positivity Rate","0.69%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
