"Total No. of Sample Taken Today","14542"
"Total No. of Positive Cases Detected Today","398"
"Total Active COVID-19 Patients","1909"
"Total No. of Active Cases under Home Isolation (07-07-2022)","1829"
"Total No. of Samples found Positive till date","1018742"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1006182"
"No. of Deaths","10628"
"Total No. of People Vaccinated Today","29610 
(1st Dose: 2589 
2nd Dose: 10836 
Precaution Dose: 16185)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23579895 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19499351 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1076573"
"Cumulative Coverage of Total COVID-19 Vaccination","44155819"
"COVID-19 Today (07-07-2022) Positivity Rate","2.71%"
"Recovery Rate","98.77%"
"Fatality Rate","1.04%"
