,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
1,2022-10-17,PB,Ludhiana,,,,113550,3017,110518,,2022-10-07T15:08:07.847417+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784689,20508,764043,20792578,0,0
2,2022-10-17,PB,S.A.S. Nagar,,,,101039,1168,99851,,2022-10-07T15:08:07.847417+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784689,20508,764043,20792578,0,0
3,2022-10-17,PB,Jalandhar,,,,81072,1982,79084,,2022-10-07T15:08:07.847417+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784689,20508,764043,20792578,0,0
4,2022-10-17,PB,Patiala,,,,64211,1722,62478,,2022-10-07T15:08:07.847417+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784689,20508,764043,20792578,0,0
5,2022-10-17,PB,Amritsar,,,,60951,1846,59093,,2022-10-07T15:08:07.847417+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784689,20508,764043,20792578,0,0
6,2022-10-17,PB,Bathinda,,,,52434,1428,50996,,2022-10-07T15:08:07.847417+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784689,20508,764043,20792578,0,0
7,2022-10-17,PB,Hoshiarpur,,,,42406,1419,40984,,2022-10-07T15:08:07.847417+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784689,20508,764043,20792578,0,0
8,2022-10-17,PB,Gurdaspur,,,,27274,871,26401,,2022-10-07T15:08:07.847417+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784689,20508,764043,20792578,0,0
9,2022-10-17,PB,Pathankot,,,,25016,521,24494,,2022-10-07T15:08:07.847417+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784689,20508,764043,20792578,0,0
10,2022-10-17,PB,Fazilka,,,,23965,621,23311,,2022-10-07T15:08:07.847417+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784689,20508,764043,20792578,0,0
