"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","795172","8","49988","0","447","20","49461","80"
"2","ALWAR","1625764","3","84886","0","321","1","84526","39"
"3","BANSWARA","321937","1","14781","0","106","1","14668","7"
"4","BARAN","241259","1","15312","0","64","0","15247","1"
"5","BARMER","405638","0","21464","0","205","0","21252","7"
"6","BHARATPUR","476358","0","31452","0","272","0","31179","1"
"7","BHILWARA","509688","7","38258","0","162","13","38073","23"
"8","BIKANER","756618","24","50304","0","589","0","49594","121"
"9","BUNDI","236633","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","454324","3","29433","0","140","4","29280","13"
"11","CHURU","437195","0","20938","0","115","5","20804","19"
"12","DAUSA","296588","3","15882","1","82","0","15794","6"
"13","DHOLPUR","288940","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","328050","1","25502","0","134","0","25365","3"
"15","GANGANAGAR","423391","0","28179","0","158","0","28012","9"
"16","HANUMANGARH","489332","1","22530","0","115","0","22410","5"
"17","JAIPUR","3471906","29","277379","0","2114","87","274913","352"
"18","JAISALMER","242917","0","17036","0","68","0","16968","0"
"19","JALORE","447801","3","10569","0","78","1","10482","9"
"20","JHALAWAR","411299","0","17763","0","207","1","17556","0"
"21","JHUNJHUNU","493883","0","19161","0","181","1","18980","0"
"22","JODHPUR","1432870","10","141427","0","1164","16","140164","99"
"23","KARAULI","242585","1","8969","1","85","0","8884","0"
