"1","Total Samples taken","*15968373"
"2","Sample collected on the day","10267"
"3","Test conducted on the day","13389"
"4","Total No. of patients tested Positive","603002"
"5","No. of patients discharged","586154"
"6","Number of active Cases","262"
"7","Total Deaths reported","16586"
"8","No. of Patients on oxygen support","32"
"9","Patients at critical care Level-3 facilities","13"
"10","Patients who are critical and on ventilator support","1"
"11","Healthcare Workers vaccinated with 1st dose on the day","3"
"12","Total Healthcare Workers vaccinated with 1st dose","216639"
"13","Frontline Workers vaccinated with 1st dose on the day","47"
"14","Total Frontline Workers vaccinated with 1st dose","1152879"
"15","Healthcare Workers vaccinated with 2nd dose on the day","19"
"16","Total Healthcare Workers vaccinated with 2nd dose","138147"
"17","Frontline Workers vaccinated with 2nd dose on the day","158"
"18","Total Frontline Workers vaccinated with 2nd dose","335845"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","50"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","177"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1369518"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","473992"
"23","Above 45 Vaccinated with 1st dose on the day","6625"
"24","Total Above 45 Vaccinated with 1st dose","6258959"
"25","Above 45 Vaccinated with 2nd dose on the day","16550"
"26","Total Above 45 Vaccinated with 2nd dose","3221008"
"27","18-44 years age group Vaccinated with 1st dose on the day","17979"
"28","Total 18-44 years age group Vaccinated with 1st dose","8606333"
"29","18-44 years age group Vaccinated with 2nd dose on the day","41428"
"30","Total 18-44 years age group Vaccinated with 2nd dose","3456176"
"31","Total Vaccination 1st dose on the day","24654"
"32","Total Vaccination 2nd dose on the day","58155"
"33","Total Vaccination 1st and 2nd dose on the day","82809"
