"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","779470","1","49712","0","446","1","49260","6"
"2","ALWAR","1579197","1","84453","0","320","4","84125","8"
"3","BANSWARA","310923","0","14762","0","106","1","14653","3"
"4","BARAN","228759","2","15247","0","64","1","15181","2"
"5","BARMER","400380","0","21454","0","205","0","21247","2"
"6","BHARATPUR","476029","0","31450","0","272","0","31177","1"
"7","BHILWARA","502616","0","38176","0","162","0","38014","0"
"8","BIKANER","727777","0","49890","0","586","0","49298","6"
"9","BUNDI","228504","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","448173","0","29374","0","140","0","29224","10"
"11","CHURU","429339","0","20819","0","114","0","20701","4"
"12","DAUSA","285829","0","15773","0","80","0","15693","0"
"13","DHOLPUR","275710","0","13748","0","49","0","13699","0"
"14","DUNGARPUR","326835","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","420327","0","28136","0","158","0","27978","0"
"16","HANUMANGARH","486102","0","22516","0","114","3","22399","3"
"17","JAIPUR","3335293","5","274386","0","2111","8","272199","76"
"18","JAISALMER","241283","0","17036","0","68","0","16968","0"
"19","JALORE","440727","0","10545","0","78","0","10467","0"
"20","JHALAWAR","378119","1","17707","0","207","0","17499","1"
"21","JHUNJHUNU","489380","0","19158","0","181","0","18977","0"
"22","JODHPUR","1401062","2","141067","0","1164","0","139883","20"
"23","KARAULI","235951","0","8968","0","84","0","8884","0"
