"1","Total Samples taken","18758062"
"2","Sample collected on the day","8177"
"3","Test conducted on the day","12979"
"4","Total No. of patients tested Positive","758749"
"5","No. of patients discharged","740760"
"6","Positive cases on the day","48"
"7","Number of active Cases","265"
"8","Total Deaths reported","17724"
"9","No. of Patients on oxygen support","18"
"10","Patients at critical care Level-3 facilities","4"
"11","Patients who are critical and on ventilator support","1"
"12","Healthcare Workers vaccinated with 1st dose on the day","2"
"13","Total Healthcare Workers vaccinated with 1st dose","218428"
"14","Frontline Workers vaccinated with 1st dose on the day","8"
"15","Total Frontline Workers vaccinated with 1st dose","1116710"
"16","Healthcare Workers vaccinated with 2nd dose on the day","80"
"17","Total Healthcare Workers vaccinated with 2nd dose","207658"
"18","Frontline Workers vaccinated with 2nd dose on the day","284"
"19","Total Frontline Workers vaccinated with 2nd dose","999722"
"20","Above 45 Vaccinated with 1st dose on the day","1601"
"21","Total Above 45 Vaccinated with 1st dose","8236787"
"22","Above 45 Vaccinated with 2nd dose on the day","8418"
"23","Total Above 45 Vaccinated with 2nd dose","6665222"
"24","18-44 years age group Vaccinated with 1st dose on the day","5041"
"25","Total 18-44 years age group Vaccinated with 1st dose","12353574"
"26","18-44 years age group Vaccinated with 2nd dose on the day","19286"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8589966"
"28","15-17 years age group Vaccinated with 1st dose on the day","6217"
"29","Total 15-17 years age group Vaccinated with 1st dose","866192"
"30","15-17 years age group Vaccinated with 2nd dose on the day","13623"
"31","Total 15-17 years age group Vaccinated with 2nddose","334601"
"32","Precautionary dose given on the day","1444"
"33","Total Precautionary dose given","416514"
"34","Total Vaccination 1st dose on the day","6652"
"35","Total Vaccination 2nd dose on the day","28068"
"36","Total Vaccination 1st and 2nd dose on the day","34720"
