"Total No. of Sample Taken Today","18870"
"Total No. of Positive Cases Detected Today","112"
"Total Active COVID-19 Patients","790"
"Total No. of Active Cases under Home Isolation (12-03-2022)","714"
"Total No. of Samples found Positive till date","983898"
"Total Positive COVID-19 Patients Recovered / Discharged till date","972499"
"No. of Deaths","10586"
"Total No. of People Vaccinated today","17957 
(1st Dose: 2671, 
2nd Dose: 14296 
Precaution Dose: 990)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22896182 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 18yrs above population)","18243283 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","250322"
"Cumulative Coverage of Total COVID-19 Vaccination","41389787"
"COVID-19 Today (12-03-2022) Positivity Rate","0.57%"
"Recovery Rate","98.84%"
"Fatality Rate","1.08%"
"Tests Per Million Population","662820"
