"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,799+1","15,674+5","102","23-4","2-Jan-22"
"2","Coochbehar","29,951+14","29,773+13","99","79+1","2-Jan-22"
"3","Darjeeling","58,590+41","57,838+33","553","199+8","2-Jan-22"
"4","Kalimpong","7,188+7","7,111+3","55+1","22+3","2-Jan-22"
"5","Jalpaiguri","42,835+14","42,125+21","592","118-7","2-Jan-22"
"6","Uttar Dinajpur","20,196+3","19,919+7","241","36-4","2-Jan-22"
"7","Dakshin Dinajpur","18,761+11","18,510+13","176","75-2","2-Jan-22"
"8","Malda","34,098+54","33,727+27","188","183+27","2-Jan-22"
"9","Murshidabad","34,396+48","33,937+17","331","128+31","2-Jan-22"
"10","Nadia","75,358+124","74,033+61","903","422+63","2-Jan-22"
"11","Birbhum","42,527+156","41,792+59","295","440+97","2-Jan-22"
"12","Purulia","19,589+19","19,418+8","114","57+11","2-Jan-22"
"13","Bankura","37,149+32","36,739+21","276","134+11","2-Jan-22"
"14","Jhargram","12,420+15","12,344+7","27","49+8","2-Jan-22"
"15","Paschim Medinipur","54,626+57","53,895+33","514+1","217+23","2-Jan-22"
"16","Purba Medinipur","63,715+36","63,178+20","404","133+16","2-Jan-22"
"17","Purba Bardhaman","42,990+43","42,598+29","209","183+14","2-Jan-22"
"18","Paschim Bardhaman","60,062+282","58,794+128","368","900+154","2-Jan-22"
"19","Howrah","1,03,652+665","1,00,273+240","1,551","1,828+425","2-Jan-22"
"20","Hooghly","90,266+340","88,280+125","1,042+1","944+214","2-Jan-22"
"21","North 24 Parganas","3,39,830+1,057","3,31,547+456","5,025+4","3,258+597","2-Jan-22"
"22","South 24 Parganas","1,05,004+258","1,02,664+142","1,399+2","941+114","2-Jan-22"
"23","Kolkata","3,46,160+2,801","3,31,016+1,449","5,327+4","9,817+1,348","2-Jan-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,55,228+6,078","16,15,248+2,917","19,794+13","20,186+3,148",""
