"Total No. of Sample Taken Today","19772"
"Total No. of Positive Cases Detected Today","81"
"Total Active COVID-19 Patients","630"
"Total No. of Active Cases under Home Isolation (16-03-2022)","569"
"Total No. of Samples found Positive till date","984317"
"Total Positive COVID-19 Patients Recovered / Discharged till date","973073"
"No. of Deaths","10591"
"Total No. of People Vaccinated today","30431 
(1st Dose: 15347, 
2nd Dose: 13985 
Precaution Dose: 1099)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22917452 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 18yrs above population)","18294678 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","254288"
"Cumulative Coverage of Total COVID-19 Vaccination","41466418"
"COVID-19 Today (16-03-2022) Positivity Rate","0.43%"
"Recovery Rate","98.86%"
"Fatality Rate","1.08%"
"Tests Per Million Population","665372"
