"Total No. of Sample Taken Today","13,665"
"Total No. of Positive Cases Detected Today","411"
"Total Active COVID-19 Patients","1525"
"Total No. of Active Cases under Home Isolation (11-06-2022)","1502"
"Total No. of Samples found Positive till date","1005359"
"Total Positive COVID-19 Patients Recovered / Discharged till date","993190"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","24190 
(1st Dose: 1379 
2nd Dose: 8843 
Precaution Dose: 13968)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23550663 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19326642 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","795049"
"Cumulative Coverage of Total COVID-19 Vaccination","43672354"
"COVID-19 Today (11-06-2022) Positivity Rate","3.08%"
"Recovery Rate","98.79%"
"Fatality Rate","1.06%"
