"Total No. of Sample Taken Today","26734"
"Total No. of Positive Cases Detected Today","92"
"Total Positive Cases under Home Isolation (25-12-2021)","342"
"Total No. of Samples Sent till date","14448142"
"Total No. of Samples found Positive till date","772633 
(M: 472026 
F: 300590 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","762076"
"Total Active COVID-19 Patients","472"
"No. of Deaths","10062"
"Total No. of People Vaccinated today","185896 
(1st Dose: 54002, 
2nd Dose: 131894)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","19490497 (95%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","13234649 (64%)"
"Cumulative Coverage of Total COVID-19 Vaccination","32725146"
"COVID-19 Today (26-12-2021) Positivity Rate","0.32%"
"COVID-19 Cumulative Positivity Rate","5.36%"
"Recovery Rate","98.63%"
"Fatality Rate","1.30%"
"Tests Per Million Population","569946"
