"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","17,449+160","16,468+142","102","879+18","22-Jan-22"
"2","Coochbehar","32,175+193","30,909+192","100","1,166+1","22-Jan-22"
"3","Darjeeling","66,151+433","62,013+621","566+2","3,572-190","22-Jan-22"
"4","Kalimpong","8,006+146","7,490+62","55","461+84","22-Jan-22"
"5","Jalpaiguri","47,112+220","44,438+366","603","2,071-146","22-Jan-22"
"6","Uttar Dinajpur","24,131+160","22,087+323","253+1","1,791-164","22-Jan-22"
"7","Dakshin Dinajpur","21,787+142","20,183+253","181+1","1,423-112","22-Jan-22"
"8","Malda","42,515+313","38,752+644","192","3,571-331","22-Jan-22"
"9","Murshidabad","40,383+262","37,669+419","334","2,380-157","22-Jan-22"
"10","Nadia","84,973+340","80,141+708","913","3,919-368","22-Jan-22"
"11","Birbhum","55,263+449","49,821+925","321+6","5,121-482","22-Jan-22"
"12","Purulia","23,474+145","21,844+270","117","1,513-125","22-Jan-22"
"13","Bankura","42,011+167","39,715+367","276","2,020-200","22-Jan-22"
"14","Jhargram","14,935+67","13,900+186","29","1,006-119","22-Jan-22"
"15","Paschim Medinipur","60,781+146","57,957+428","516","2,308-282","22-Jan-22"
"16","Purba Medinipur","66,883+107","65,230+225","411","1,242-118","22-Jan-22"
"17","Purba Bardhaman","53,703+399","49,176+772","222","4,305-373","22-Jan-22"
"18","Paschim Bardhaman","74,112+258","69,059+873","385+2","4,668-617","22-Jan-22"
"19","Howrah","1,23,317+221","1,15,542+1,176","1,616+6","6,159-961","22-Jan-22"
"20","Hooghly","1,05,638+235","99,219+1,010","1,078+2","5,341-777","22-Jan-22"
"21","North 24 Parganas","3,96,030+960","3,71,535+3,637","5,151+5","19,344-2,682","22-Jan-22"
"22","South 24 Parganas","1,23,785+484","1,15,256+1,307","1,440+1","7,089-824","22-Jan-22"
"23","Kolkata","4,40,565+973","4,06,257+5,512","5,474+10","28,834-4,549","22-Jan-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","19,65,245+6,980","18,34,724+20,418","20,338+36","1,10,183-13,474",""
