"Total No. of Sample Taken Today","10713"
"Total No. of Positive Cases Detected Today","85"
"Total Active COVID-19 Patients","482"
"Total No. of Active Cases under Home Isolation (14-09-2022)","441"
"Total No. of Samples found Positive till date","1054007"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1042808"
"No. of Deaths","10694"
"Total No. of People Vaccinated Today","8699 
(1st Dose: 585 
2nd Dose: 1654 
Precaution Dose: 6460)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23656802 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19788024 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1853421"
"Cumulative Coverage of Total COVID-19 Vaccination","45298247"
"COVID-19 Today (14-09-2022) Positivity Rate","1.14%"
"Recovery Rate","98.94%"
"Fatality Rate","1.01%"
