"Total No. of Sample Taken Today","24651"
"Total No. of Positive Cases Detected Today","15"
"Total Positive Cases under Home Isolation (08-11-2021)","75"
"Total No. of Samples Sent till date","13164574"
"Total No. of Samples found Positive till date","771355 
(M: 471345 
F: 299993 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761189"
"Total Active COVID-19 Patients","93"
"No. of Deaths","10050"
"Total No. of People Vaccinated today","132446 
(1st Dose: 35520, 
2nd Dose: 96926"
"Cumulative Coverage of Vaccination","26373965"
"COVID-19 Today (09-11-2021) Positivity Rate","0.09%"
"COVID-19 Cumulative Positivity Rate","5.87%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","519313"
