"1","Total Samples taken","18891451"
"2","Sample collected on the day","17471"
"3","Test conducted on the day","17032"
"4","Total No. of patients tested Positive","758981"
"5","No. of patients discharged","741096"
"6","Positive cases on the day","18"
"7","Number of active Cases","147"
"8","Total Deaths reported","17738"
"9","No. of Patients on oxygen support","9"
"10","Patients at critical care Level-3 facilities","4"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","2"
"13","Total Healthcare Workers vaccinated with 1st dose","218455"
"14","Frontline Workers vaccinated with 1st dose on the day","2"
"15","Total Frontline Workers vaccinated with 1st dose","1116775"
"16","Healthcare Workers vaccinated with 2nd dose on the day","62"
"17","Total Healthcare Workers vaccinated with 2nd dose","208165"
"18","Frontline Workers vaccinated with 2nd dose on the day","655"
"19","Total Frontline Workers vaccinated with 2nd dose","1002973"
"20","Above 45 Vaccinated with 1st dose on the day","526"
"21","Total Above 45 Vaccinated with 1st dose","8245728"
"22","Above 45 Vaccinated with 2nd dose on the day","5265"
"23","Total Above 45 Vaccinated with 2nd dose","6721168"
"24","18-44 years age group Vaccinated with 1st dose on the day","1558"
"25","Total 18-44 years age group Vaccinated with 1st dose","12381634"
"26","18-44 years age group Vaccinated with 2nd dose on the day","10536"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8708004"
"28","15-17 years age group Vaccinated with 1st dose on the day","4618"
"29","Total 15-17 years age group Vaccinated with 1st dose","912084"
"30","15-17 years age group Vaccinated with 2nd dose on the day","3225"
"31","Total 15-17 years age group Vaccinated with 2nddose","404089"
"32","12-14 years age group Vaccinated with 1st dose on the day","4421"
"33","Total 12-14 years age group Vaccinated with 1st dose","76750"
"34","Precautionary dose given on the day","612"
"35","Total Precautionary dose given","427193"
"36","Total Vaccination 1st dose on the day","2088"
"37","Total Vaccination 2nd dose on the day","16518"
"38","Total Vaccination 1st and 2nd dose on the day","18606"
