"Total No. of Sample Taken Today","12750"
"Total No. of Positive Cases Detected Today","428"
"Total Active COVID-19 Patients","2548"
"Total No. of Active Cases under Home Isolation (27-08-2022)","2427"
"Total No. of Samples found Positive till date","1051025"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1037776"
"No. of Deaths","10678"
"Total No. of People Vaccinated Today","15626 
(1st Dose: 1309 
2nd Dose: 3483 
Precaution Dose: 10834)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23643960 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19749819 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1739121"
"Cumulative Coverage of Total COVID-19 Vaccination","45132900"
"COVID-19 Today (27-08-2022) Positivity Rate","2.70%"
"Recovery Rate","98.74%"
"Fatality Rate","1.02%"
