"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,757+1","15,618+3","102","37-2","15-Dec-21"
"2","Coochbehar","29,811+8","29,576+12","99","136-4","15-Dec-21"
"3","Darjeeling","58,242+14","57,432+23","550+1","260-10","15-Dec-21"
"4","Kalimpong","7,152+1","7,078+2","54","20-1","15-Dec-21"
"5","Jalpaiguri","42,624+17","41,861+14","592+1","171+2","15-Dec-21"
"6","Uttar Dinajpur","20,119+5","19,831+4","241","47+1","15-Dec-21"
"7","Dakshin Dinajpur","18,649+3","18,347+11","176","126-8","15-Dec-21"
"8","Malda","33,825+2","33,546+8","188","91-6","15-Dec-21"
"9","Murshidabad","34,216+3","33,831+5","331","54-2","15-Dec-21"
"10","Nadia","74,660+31","73,455+26","893","312+5","15-Dec-21"
"11","Birbhum","41,896+29","41,404+16","291+1","201+12","15-Dec-21"
"12","Purulia","19,501+2","19,367+2","114","20","15-Dec-21"
"13","Bankura","36,927+18","36,536+9","276","115+9","15-Dec-21"
"14","Jhargram","12,335+6","12,266+3","27","42+3","15-Dec-21"
"15","Paschim Medinipur","54,258+16","53,597+12","510","151+4","15-Dec-21"
"16","Purba Medinipur","63,504+3","63,014+8","403","87-5","15-Dec-21"
"17","Purba Bardhaman","42,709+12","42,370+11","208+1","131","15-Dec-21"
"18","Paschim Bardhaman","58,761+28","58,129+22","363+1","269+5","15-Dec-21"
"19","Howrah","1,01,112+39","99,092+40","1,544+1","476-2","15-Dec-21"
"20","Hooghly","88,845+45","87,251+48","1,026+1","568-4","15-Dec-21"
"21","North 24 Parganas","3,35,090+124","3,28,758+113","4,984+3","1,348+8","15-Dec-21"
"22","South 24 Parganas","1,03,567+37","1,01,623+48","1,388+1","556-12","15-Dec-21"
"23","Kolkata","3,31,749+216","3,24,179+192","5,282+1","2,288+23","15-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,25,375+660","15,98,224+632","19,645+12","7,506+16",""
