,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
1,2022-10-20,PB,Ludhiana,,,,113574,3017,110545,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
2,2022-10-20,PB,S.A.S. Nagar,,,,101076,1168,99899,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
3,2022-10-20,PB,Jalandhar,,,,81109,1983,79108,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
4,2022-10-20,PB,Patiala,,,,64222,1722,62496,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
5,2022-10-20,PB,Amritsar,,,,60971,1846,59109,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
6,2022-10-20,PB,Bathinda,,,,52451,1429,51015,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
7,2022-10-20,PB,Hoshiarpur,,,,42429,1419,40999,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
8,2022-10-20,PB,Gurdaspur,,,,27279,871,26408,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
9,2022-10-20,PB,Pathankot,,,,25028,521,24502,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
10,2022-10-20,PB,Fazilka,,,,23991,621,23360,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
11,2022-10-20,PB,Sri Muktsar Sahib,,,,22835,542,22291,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
12,2022-10-20,PB,Kapurthala,,,,22585,601,21980,,2022-10-20T16:17:50.715046+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",784958,20510,764333,20862705,0,0
