"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,791+3","15,665+5","102","24-2","31-Dec-21"
"2","Coochbehar","29,925+10","29,745+15","99","81-5","31-Dec-21"
"3","Darjeeling","58,515+28","57,770+36","553","192-8","31-Dec-21"
"4","Kalimpong","7,178+1","7,105+4","54","19-3","31-Dec-21"
"5","Jalpaiguri","42,799+18","42,081+23","592","126-5","31-Dec-21"
"6","Uttar Dinajpur","20,184+4","19,905+7","241","38-3","31-Dec-21"
"7","Dakshin Dinajpur","18,737+12","18,483+14","176","78-2","31-Dec-21"
"8","Malda","34,003+34","33,674+23","188","141+11","31-Dec-21"
"9","Murshidabad","34,310+28","33,907+9","331","72+19","31-Dec-21"
"10","Nadia","75,132+75","73,915+52","903","314+23","31-Dec-21"
"11","Birbhum","42,231+98","41,688+33","295","248+65","31-Dec-21"
"12","Purulia","19,553+14","19,403+5","114","36+9","31-Dec-21"
"13","Bankura","37,082+25","36,698+18","276","108+7","31-Dec-21"
"14","Jhargram","12,398+9","12,330+7","27","41+2","31-Dec-21"
"15","Paschim Medinipur","54,517+35","53,831+30","513","173+5","31-Dec-21"
"16","Purba Medinipur","63,645+31","63,140+15","404","101+16","31-Dec-21"
"17","Purba Bardhaman","42,898+53","42,542+20","209","147+33","31-Dec-21"
"18","Paschim Bardhaman","59,523+241","58,558+78","368+2","597+161","31-Dec-21"
"19","Howrah","1,02,392+344","99,854+141","1,550+2","988+201","31-Dec-21"
"20","Hooghly","89,708+165","88,042+100","1,039","627+65","31-Dec-21"
"21","North 24 Parganas","3,37,779+688","3,30,722+294","5,018+2","2,039+392","31-Dec-21"
"22","South 24 Parganas","1,04,466+198","1,02,401+103","1,397+1","668+94","31-Dec-21"
"23","Kolkata","3,40,165+2,398","3,28,402+881","5,321+2","6,442+1,515","31-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,42,997+4,512","16,09,924+1,913","19,773+9","13,300+2,590",""
