"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","774690","2","49701","0","446","1","49250","5"
"2","ALWAR","1562623","0","84431","0","320","3","84107","4"
"3","BANSWARA","307008","0","14750","0","106","5","14635","9"
"4","BARAN","226100","0","15244","0","64","0","15174","6"
"5","BARMER","399142","0","21452","0","205","0","21247","0"
"6","BHARATPUR","472608","12","31439","0","272","0","31151","16"
"7","BHILWARA","499036","0","38176","0","162","0","38014","0"
"8","BIKANER","722628","0","49881","0","586","2","49290","5"
"9","BUNDI","226280","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","446749","0","29362","0","140","0","29222","0"
"11","CHURU","422387","0","20810","0","114","1","20691","5"
"12","DAUSA","282644","0","15773","0","80","1","15693","0"
"13","DHOLPUR","273813","0","13748","0","49","0","13698","1"
"14","DUNGARPUR","326035","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","417993","0","28136","0","158","2","27969","9"
"16","HANUMANGARH","481855","1","22504","0","114","0","22374","16"
"17","JAIPUR","3302621","9","274230","0","2111","13","271966","153"
"18","JAISALMER","240802","0","17036","0","68","0","16968","0"
"19","JALORE","438912","0","10545","0","78","0","10460","7"
"20","JHALAWAR","371251","0","17706","0","207","0","17499","0"
"21","JHUNJHUNU","485101","0","19158","0","181","1","18977","0"
"22","JODHPUR","1389065","3","141023","0","1163","8","139819","41"
"23","KARAULI","233503","0","8967","0","84","0","8881","2"
