"Total No. of Sample Taken Today","40303"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 0)","217"
"Total Positive Cases under Home Isolation (28-12-2021)","530"
"Total No. of Samples Sent till date","14547894"
"Total No. of Samples found Positive till date 
Total Omicron Cases:14 (Active – 03, Discharged - 11)","773061 
(M: 472252 
F: 300792 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","762172"
"Total Active COVID-19 Patients","803"
"No. of Deaths","10063"
"Total No. of People Vaccinated today","332323 
(1st Dose: 108846, 
2nd Dose: 223477)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","19792302 (96%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","13904397 (68%)"
"Cumulative Coverage of Total COVID-19 Vaccination","33696699"
"COVID-19 Today (29-12-2021) Positivity Rate","0.61%"
"COVID-19 Cumulative Positivity Rate","5.33%"
"Recovery Rate","98.59%"
"Fatality Rate","1.30%"
"Tests Per Million Population","573881"
