"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35181","0","34845","3","0","333","0"
"2","Ballari","2","97792","0","95998","108","0","1686","0"
"3","Belagavi","0","79979","0","78970","66","0","943","0"
"4","Bengaluru Rural","2","62088","2","61166","32","0","890","0"
"5","Bengaluru Urban","152","1256136","142","1234519","5287","2","16329","1"
"6","Bidar","1","24347","0","23939","3","0","401","4"
"7","Chamarajanagara","1","33052","1","32512","26","0","503","11"
"8","Chikkaballapura","1","43975","0","43535","8","0","431","1"
"9","Chikkamagaluru","0","51209","3","50767","46","0","396","0"
"10","Chitradurga","1","36725","1","36469","47","0","209","0"
"11","Dakshina 
Kannada","19","115851","11","114021","136","0","1687","7"
"12","Davanagere","2","51004","0","50382","14","0","608","0"
"13","Dharwada","49","61289","5","59693","272","0","1322","2"
"14","Gadag","0","26071","1","25748","4","0","319","0"
"15","Hassana","9","112031","13","110699","72","0","1258","2"
"16","Haveri","0","21949","0","21305","1","0","643","0"
"17","Kalaburagi","2","61951","0","61122","7","0","822","0"
"18","Kodagu","8","37234","9","36843","59","0","331","1"
"19","Kolara","0","47012","0","46351","22","0","639","0"
"20","Koppala","0","35201","0","34661","13","0","527","0"
"21","Mandya","1","73850","6","73171","25","0","654","0"
"22","Mysuru","26","179728","14","177057","250","0","2421","0"
"23","Raichuru","0","39980","0","39646","1","0","333","0"
"24","Ramanagara","0","24214","0","23886","5","0","323","0"
"25","Shivamogga","10","69532","3","68344","98","0","1090","0"
"26","Tumakuru","11","121067","6","119811","120","0","1136","0"
"27","Udupi","10","76885","5","76336","61","0","488","0"
"28","Uttara Kannada","8","56405","13","55593","40","0","772","0"
"29","Vijayapura","0","36278","1","35780","3","0","495","0"
"30","Yadagiri","0","27548","0","27340","2","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","315","2995600","236","2950542","6831","2","38198","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 28-11-2021 
 Page 5 of 8","","","","","","","","",""
