"Total No. of Sample Taken Today","10264"
"Total No. of Positive Cases Detected Today","367"
"Total Active COVID-19 Patients","1418"
"Total No. of Active Cases under Home Isolation (21-04-2022)","1395"
"Total No. of Samples found Positive till date","988156"
"Total Positive COVID-19 Patients Recovered / Discharged till date","976097"
"No. of Deaths","10618"
"Total No. of People Vaccinated Today","41388 
(1st Dose: 12119 
2nd Dose: 23227 
Precaution Dose: 6042)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23270425 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18735961(88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","351374"
"Cumulative Coverage of Total COVID-19 Vaccination","42357760"
"COVID-19 Today (21-04-2022) Positivity Rate","3.95%"
"Recovery Rate","98.78%"
"Fatality Rate","1.07%"
"Tests Per Million Population","678731"
