"1","Total Samples taken","15665039"
"2","Sample collected on the day","33450"
"3","Test conducted on the day","32618"
"4","Total No. of patients tested Positive","602647"
"5","No. of patients discharged","585838"
"6","Number of active Cases","242"
"7","Total Deaths reported","16567"
"8","No. of Patients on oxygen support","21"
"9","Patients at critical care Level-3 facilities","7"
"10","Patients who are critical and on ventilator support","1"
"11","Healthcare Workers vaccinated with 1st dose on the day","0"
"12","Total Healthcare Workers vaccinated with 1st dose","216628"
"13","Frontline Workers vaccinated with 1st dose on the day","0"
"14","Total Frontline Workers vaccinated with 1st dose","1152548"
"15","Healthcare Workers vaccinated with 2nd dose on the day","14"
"16","Total Healthcare Workers vaccinated with 2nd dose","137345"
"17","Frontline Workers vaccinated with 2nd dose on the day","50"
"18","Total Frontline Workers vaccinated with 2nd dose","331855"
"19","COVID-19 Vaccinated with 1st dose on the day 
(Healthcare + Frontline Workers)","0"
"20","COVID-19 Vaccinated with 2nd dose on the day 
(Healthcare + Frontline Workers)","64"
"21","Total COVID-19 Vaccinated with 1st dose 
(Healthcare + Frontline Workers)","1369176"
"22","Total COVID-19 Vaccinated with 2nd dose 
(Healthcare + Frontline Workers)","469200"
"23","Above 45 Vaccinated with 1st dose on the day","4010"
"24","Total Above 45 Vaccinated with 1st dose","6186017"
"25","Above 45 Vaccinated with 2nd dose on the day","9690"
"26","Total Above 45 Vaccinated with 2nd dose","3044940"
"27","18-44 years age group Vaccinated with 1st dose on the day","10741"
"28","Total 18-44 years age group Vaccinated with 1st dose","8408426"
"29","18-44 years age group Vaccinated with 2nd dose on the day","23552"
"30","Total 18-44 years age group Vaccinated with 2nd dose","3060870"
"31","Total Vaccination 1st dose on the day","14751"
"32","Total Vaccination 2nd  dose on the day","33306"
"33","Total Vaccination 1st  and 2nd dose on the day","48057"
