"Total No. of Sample Taken Today","6393"
"Total No. of Positive Cases Detected Today","57"
"Total Active COVID-19 Patients","226"
"Total No. of Active Cases under Home Isolation (20-10-2022)","214"
"Total No. of Samples found Positive till date","1055772"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044813"
"No. of Deaths","10710"
"Total No. of People Vaccinated Today","1587 
(1st Dose: 120 
2nd Dose: 399 
Precaution Dose: 1068)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23668244 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19815665 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1929756"
"Cumulative Coverage of Total COVID-19 Vaccination","45413665"
"COVID-19 Today (20-10-2022) Positivity Rate","0.95%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
