"Total No. of Sample Taken Today","15742"
"Total No. of Positive Cases Detected Today","651"
"Total Active COVID-19 Patients","3076"
"Total No. of Active Cases under Home Isolation (24-06-2022)","2996"
"Total No. of Samples found Positive till date","1012944"
"Total Positive COVID-19 Patients Recovered / Discharged till date","999223"
"No. of Deaths","10622"
"Total No. of People Vaccinated Today","31664 
(1st Dose: 1876 
2nd Dose: 11356 
Precaution Dose: 18432"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23565967 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19421008 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","937266"
"Cumulative Coverage of Total COVID-19 Vaccination","43924241"
"COVID-19 Today (24-06-2022) Positivity Rate","4.12%"
"Recovery Rate","98.65%"
"Fatality Rate","1.05%"
