"Total No. of Sample Taken Today","21257"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 2)","85"
"Total Positive Cases under Home Isolation (26-12-2021)","393"
"Total No. of Samples Sent till date","14469399"
"Total No. of Samples found Positive till date (Total Omicron Cases:12)","772718 
(M: 472078 
F: 300623 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","762097"
"Total Active COVID-19 Patients","536"
"No. of Deaths","10062"
"Total No. of People Vaccinated today","294374 
(1st Dose: 87013, 
2nd Dose: 207361)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","19577510 (95%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","13442010 (65%)"
"Cumulative Coverage of Total COVID-19 Vaccination","33019520"
"COVID-19 Today (27-12-2021) Positivity Rate","0.33%"
"COVID-19 Cumulative Positivity Rate","5.35%"
"Recovery Rate","98.63%"
"Fatality Rate","1.30%"
"Tests Per Million Population","570785"
