"Total No. of Sample Taken Today","10880"
"Total No. of Positive Cases Detected Today","385"
"Total Active COVID-19 Patients","1609"
"Total No. of Active Cases under Home Isolation (22-04-2022)","1580"
"Total No. of Samples found Positive till date","988541"
"Total Positive COVID-19 Patients Recovered / Discharged till date","976291"
"No. of Deaths","10618"
"Total No. of People Vaccinated Today","39352 
(1st Dose: 11693 
2nd Dose: 22081 
Precaution Dose: 5578)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23282118 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18758042 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","356952"
"Cumulative Coverage of Total COVID-19 Vaccination","42397112"
"COVID-19 Today (22-04-2022) Positivity Rate","3.48%"
"Recovery Rate","98.76%"
"Fatality Rate","1.07%"
"Tests Per Million Population","679160"
