"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","785835","2","49743","0","447","0","49286","10"
"2","ALWAR","1603530","10","84540","0","320","8","84175","45"
"3","BANSWARA","316676","0","14765","0","106","0","14657","2"
"4","BARAN","233947","0","15251","0","64","0","15185","2"
"5","BARMER","402736","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476236","0","31451","0","272","1","31179","0"
"7","BHILWARA","506127","0","38181","0","162","0","38018","1"
"8","BIKANER","738928","1","49913","0","586","0","49321","6"
"9","BUNDI","232842","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","451169","0","29377","0","140","0","29237","0"
"11","CHURU","433542","3","20828","0","114","0","20705","9"
"12","DAUSA","290185","1","15792","0","80","0","15703","9"
"13","DHOLPUR","282796","6","13924","0","49","0","13775","100"
"14","DUNGARPUR","327608","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","422167","1","28142","0","158","0","27980","4"
"16","HANUMANGARH","487848","0","22518","0","114","0","22402","2"
"17","JAIPUR","3396451","49","275478","0","2112","74","272976","390"
"18","JAISALMER","242223","0","17036","0","68","0","16968","0"
"19","JALORE","444205","0","10546","0","78","0","10467","1"
"20","JHALAWAR","391069","1","17711","0","207","2","17502","2"
"21","JHUNJHUNU","491884","0","19158","0","181","0","18977","0"
"22","JODHPUR","1417440","3","141105","0","1164","0","139936","5"
"23","KARAULI","237531","0","8968","0","84","0","8884","0"
