"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","789255","1","49791","0","447","4","49328","16"
"2","ALWAR","1613493","3","84690","0","320","10","84323","47"
"3","BANSWARA","319133","0","14767","0","106","0","14659","2"
"4","BARAN","237698","1","15304","0","64","8","15232","8"
"5","BARMER","404042","0","21455","0","205","0","21250","0"
"6","BHARATPUR","476292","0","31451","0","272","0","31179","0"
"7","BHILWARA","507755","0","38189","0","162","0","38021","6"
"8","BIKANER","745311","1","49957","0","586","0","49356","15"
"9","BUNDI","234881","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","452539","0","29391","0","140","2","29247","4"
"11","CHURU","434907","2","20857","0","115","10","20736","6"
"12","DAUSA","292980","0","15825","0","81","3","15740","4"
"13","DHOLPUR","286066","0","13962","0","49","5","13912","1"
"14","DUNGARPUR","327816","0","25498","0","134","0","25364","0"
"15","GANGANAGAR","422870","0","28151","0","158","0","27991","2"
"16","HANUMANGARH","488745","0","22518","0","114","0","22404","0"
"17","JAIPUR","3432267","27","276193","0","2113","62","273845","235"
"18","JAISALMER","242555","0","17036","0","68","0","16968","0"
"19","JALORE","445695","0","10548","0","78","1","10469","1"
"20","JHALAWAR","400256","0","17744","0","207","4","17529","8"
"21","JHUNJHUNU","492887","0","19159","0","181","0","18977","1"
"22","JODHPUR","1424259","1","141145","0","1164","5","139969","12"
"23","KARAULI","239713","0","8968","0","84","0","8884","0"
