,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-07,UT,3,0,8,6908,991,12772,0,0,46.0,1.0,54.0,53768.0,9979.0,125576.0,0.0,Almora,1,0,0,26,0,40,0,0,2.0,0.0,0.0,643.0,127.0,2321.0,0,621927,,,614 cases were recorded as Migrated / Others,12192,196,11378,234616.0,378369,218036,0,614,2022-01-22T02:22:42.384732+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343942,7401,330249,7834916,7487978,4023715,0,6151,1.0,0.0
1,1,1,2021-11-07,UT,3,0,8,6908,991,12772,0,0,46.0,1.0,54.0,53768.0,9979.0,125576.0,0.0,Bageshwar,0,0,0,151,22,298,0,0,0.0,0.0,0.0,1484.0,64.0,848.0,0,259840,,,25 cases were recorded as Migrated / Others,5764,60,5678,202703.0,183511,132092,0,25,2022-01-22T02:22:42.384732+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343942,7401,330249,7834916,7487978,4023715,0,6151,1.0,0.0
2,2,2,2021-11-07,UT,3,0,8,6908,991,12772,0,0,46.0,1.0,54.0,53768.0,9979.0,125576.0,0.0,Chamoli,0,0,2,54,7,152,0,0,0.0,0.0,3.0,1992.0,191.0,2541.0,0,391114,,,204 cases were recorded as Migrated / Others,12242,62,11975,284036.0,274041,193961,0,204,2022-01-22T02:22:42.384732+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343942,7401,330249,7834916,7487978,4023715,0,6151,1.0,0.0
3,3,3,2021-11-07,UT,3,0,8,6908,991,12772,0,0,46.0,1.0,54.0,53768.0,9979.0,125576.0,0.0,Champawat,0,0,0,34,4,25,0,0,1.0,0.0,0.0,1161.0,175.0,2972.0,0,259315,,,189 cases were recorded as Migrated / Others,7604,53,7358,232347.0,183529,122842,0,189,2022-01-22T02:22:42.384732+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343942,7401,330249,7834916,7487978,4023715,0,6151,1.0,0.0
4,4,4,2021-11-07,UT,3,0,8,6908,991,12772,0,0,46.0,1.0,54.0,53768.0,9979.0,125576.0,0.0,Dehradun,2,0,4,3948,340,4104,0,0,22.0,0.0,27.0,23189.0,2394.0,25676.0,0,1698560,,,598 cases were recorded as Migrated / Others,112385,3521,108164,1901868.0,1467858,819479,0,598,2022-01-22T02:22:42.384732+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343942,7401,330249,7834916,7487978,4023715,0,6151,1.0,0.0
5,5,5,2021-11-07,UT,3,0,8,6908,991,12772,0,0,46.0,1.0,54.0,53768.0,9979.0,125576.0,0.0,Haridwar,0,0,1,955,336,4330,0,0,6.0,0.0,6.0,10277.0,2850.0,37781.0,0,1927029,,,1376 cases were recorded as Migrated / Others,51504,1019,49102,2075819.0,1459107,673141,0,1376,2022-01-22T02:22:42.384732+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343942,7401,330249,7834916,7487978,4023715,0,6151,1.0,0.0
6,6,6,2021-11-07,UT,3,0,8,6908,991,12772,0,0,46.0,1.0,54.0,53768.0,9979.0,125576.0,0.0,Nainital,0,0,1,216,66,581,0,0,6.0,0.0,10.0,2470.0,871.0,6785.0,0,955128,,,134 cases were recorded as Migrated / Others,39238,944,38150,554559.0,723725,405465,0,134,2022-01-22T02:22:42.384732+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343942,7401,330249,7834916,7487978,4023715,0,6151,1.0,0.0
7,7,7,2021-11-07,UT,3,0,8,6908,991,12772,0,0,46.0,1.0,54.0,53768.0,9979.0,125576.0,0.0,Pauri Garhwal,0,0,0,385,1,19,0,0,1.0,0.0,3.0,2456.0,456.0,4084.0,0,686527,,,701 cases were recorded as Migrated / Others,17687,315,16671,383993.0,431776,233346,0,701,2022-01-22T02:22:42.384732+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343942,7401,330249,7834916,7487978,4023715,0,6151,1.0,0.0
8,8,8,2021-11-07,UT,3,0,8,6908,991,12772,0,0,46.0,1.0,54.0,53768.0,9979.0,125576.0,0.0,Pithoragarh,0,0,0,90,42,314,0,0,3.0,1.0,4.0,1299.0,306.0,3092.0,0,485993,,,108 cases were recorded as Migrated / Others,10263,182,9966,216998.0,318950,186857,0,108,2022-01-22T02:22:42.384732+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343942,7401,330249,7834916,7487978,4023715,0,6151,1.0,0.0
9,9,9,2021-11-07,UT,3,0,8,6908,991,12772,0,0,46.0,1.0,54.0,53768.0,9979.0,125576.0,0.0,Rudraprayag,0,0,0,232,29,302,0,0,0.0,0.0,0.0,1574.0,185.0,2458.0,0,236857,,,159 cases were recorded as Migrated / Others,8800,106,8535,193020.0,171096,115938,0,159,2022-01-22T02:22:42.384732+05:30,11141000,,,6151 cases were recorded as Migrated / Others,343942,7401,330249,7834916,7487978,4023715,0,6151,1.0,0.0
