,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Balod,0,0,0,,170,425,0,2.0,0.0,0.0,,1427.0,2675.0,826165,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,27280,396,26880,,538886,274245,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
1,1,1,1,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Baloda Bazar,0,0,0,,0,0,0,0.0,0.0,3.0,,201.0,414.0,1305343,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,43085,471,42614,,617978,212359,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
2,2,2,2,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Balrampur,0,0,0,,456,194,0,0.0,0.0,2.0,,5757.0,3673.0,598855,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,20302,118,20184,,311311,116450,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
3,3,3,3,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Bametara,0,0,0,,0,0,0,1.0,0.0,0.0,,491.0,362.0,197035,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,19964,236,19726,,405879,133287,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
4,4,4,4,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Bastar,0,0,5,,37,27,0,4.0,0.0,23.0,,2110.0,2075.0,1302253,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,21070,188,20868,,445869,180850,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
5,5,5,5,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Bijapur,0,0,0,,24,19,0,0.0,0.0,1.0,,207.0,201.0,229832,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,8324,55,8264,,103454,44446,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
6,6,6,6,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Bilaspur,0,0,3,,1073,3546,0,11.0,1.0,13.0,,6574.0,24842.0,1961922,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,65692,1211,64461,,1038068,549908,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
7,7,7,7,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Dakshin Bastar Dantewada,0,0,1,,84,726,0,8.0,0.0,4.0,,745.0,2828.0,533638,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,10848,25,10813,,158988,83683,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
8,8,8,8,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Dhamtari,0,0,0,,0,0,0,0.0,0.0,3.0,,284.0,634.0,799199,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,27239,545,26693,,510066,225225,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
9,9,9,9,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Durg,4,0,6,,244,739,0,20.0,1.0,37.0,,1017.0,2918.0,3343079,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,96900,1799,95065,,1013408,528363,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
10,10,10,10,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Gariaband,0,0,0,,1,0,0,0.0,0.0,0.0,,870.0,995.0,597653,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,19701,194,19506,,294857,100132,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
11,11,11,11,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Gaurela Pendra Marwahi,0,0,0,,42,33,0,0.0,0.0,0.0,,283.0,301.0,0,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,12011,146,11864,,189757,80089,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
12,12,12,12,2021-11-07,CT,13,0,28,0,6726,41334,0,120.0,7.0,185.0,,86934.0,222439.0,Janjgir Champa,0,0,2,,920,943,0,6.0,0.0,17.0,,7904.0,5199.0,1620632,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,57642,838,56783,,903991,322804,2021-11-07 08:00:00+05:30,28724000,2021-11-07 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006172,13584,992344,,14937061,7564279,0,0,0,0,0
