"Total No. of Sample Taken Today","14,372"
"Total No. of Positive Cases Detected Today","689"
"Total Active COVID-19 Patients","2610"
"Total No. of Active Cases under Home Isolation (17-06-2022)","2573"
"Total No. of Samples found Positive till date","1008401"
"Total Positive COVID-19 Patients Recovered / Discharged till date","995147"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","27585 
(1st Dose: 1560 
2nd Dose: 11599 
Precaution Dose: 14426)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23557828 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19372521 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","854146"
"Cumulative Coverage of Total COVID-19 Vaccination","43784495"
"COVID-19 Today (17-06-2022) Positivity Rate","4.93%"
"Recovery Rate","98.69%"
"Fatality Rate","1.05%"
