"1","Total Samples taken","19069927"
"2","Sample collected on the day","10658"
"3","Test conducted on the day","10502"
"4","Total No. of patients tested Positive","759188"
"5","No. of patients discharged","741387"
"6","Positive cases on the day","12"
"7","Number of active Cases","59"
"8","Total Deaths reported","17742"
"9","No. of Patients on oxygen support","3"
"10","Patients at critical care Level-3 facilities","0"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1stdose on the day","0"
"13","Total Healthcare Workers vaccinated with 1stdose","218489"
"14","Frontline Workers vaccinated with 1stdose on the day","0"
"15","Total Frontline Workers vaccinated with 1stdose","1116870"
"16","Healthcare Workers vaccinated with 2nddose on the day","3"
"17","Total Healthcare Workers vaccinated with 2nddose","208857"
"18","Frontline Workers vaccinated with 2nddose on the day","36"
"19","Total Frontline Workers vaccinated with 2nd dose","1007589"
"20","Above 45 Vaccinated with 1stdose on the day","226"
"21","Total Above 45 Vaccinated with 1stdose","8268220"
"22","Above 45 Vaccinated with 2nd dose on the day","1975"
"23","Total Above 45 Vaccinated with 2nd dose","6814743"
"24","18-44 years age group Vaccinated with 1stdose on the day","596"
"25","Total 18-44 years age group Vaccinated with 1st dose","12424214"
"26","18-44 years age group Vaccinated with 2nd dose on the day","4823"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8920331"
"28","15-17 years age group Vaccinated with 1stdose on the day","472"
"29","Total 15-17 years age group Vaccinated with 1stdose","984188"
"30","15-17 years age group Vaccinated with 2nd dose on the day","1230"
"31","Total 15-17 years age group Vaccinated with 2nddose","503509"
"32","12-14 years age group Vaccinated with 1stdose on the day","1267"
"33","Total 12-14 years age group Vaccinated with 1st dose","331168"
"34","Precautionary dose given on the day","607"
"35","Total Precautionary dose given","459484"
"36","Total Vaccination 1st dose on the day","822"
"37","Total Vaccination 2nd dose on the day","6837"
"38","Total Vaccination 1st and 2nd dose on the day","7659"
