"1","Total Samples taken","19085849"
"2","Sample collected on the day","7163"
"3","Test conducted on the day","7155"
"4","Total No. of patients tested Positive","759201"
"5","No. of patients discharged","741403"
"6","Positive cases on the day","5"
"7","Number of active Cases","56"
"8","Total Deaths reported","17742"
"9","No. of Patients on oxygen support","6"
"10","Patients at critical care Level-3 facilities","0"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","3"
"13","Total Healthcare Workers vaccinated with 1st dose","218496"
"14","Frontline Workers vaccinated with 1st dose on the day","2"
"15","Total Frontline Workers vaccinated with 1st dose","1116878"
"16","Healthcare Workers vaccinated with 2nd dose on the day","5"
"17","Total Healthcare Workers vaccinated with 2nd dose","208895"
"18","Frontline Workers vaccinated with 2nd dose on the day","22"
"19","Total Frontline Workers vaccinated with 2nd dose","1007688"
"20","Above 45 Vaccinated with 1st dose on the day","147"
"21","Total Above 45 Vaccinated with 1st dose","8268974"
"22","Above 45 Vaccinated with 2nd dose on the day","1575"
"23","Total Above 45 Vaccinated with 2nd dose","6823033"
"24","18-44 years age group Vaccinated with 1st dose on the day","364"
"25","Total 18-44 years age group Vaccinated with 1st dose","12426477"
"26","18-44 years age group Vaccinated with 2nd dose on the day","3842"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8939786"
"28","15-17 years age group Vaccinated with 1st dose on the day","304"
"29","Total 15-17 years age group Vaccinated with 1st dose","986128"
"30","15-17 years age group Vaccinated with 2nd dose on the day","780"
"31","Total 15-17 years age group Vaccinated with 2nd dose","508528"
"32","12-14 years age group Vaccinated with 1st dose on the day","792"
"33","Total 12-14 years age group Vaccinated with 1st dose","334712"
"34","Precautionary dose given on the day","412"
"35","Total Precautionary dose given","463114"
"36","Total Vaccination 1st dose on the day","516"
"37","Total Vaccination 2nd dose on the day","5444"
"38","Total Vaccination 1st and 2nd dose on the day","5960"
