"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","759887","31","49583","0","444","60","48911","228"
"2","ALWAR","1514786","11","84317","0","320","46","83813","184"
"3","BANSWARA","296472","27","14554","0","106","29","14220","228"
"4","BARAN","216980","5","15180","0","64","25","15034","82"
"5","BARMER","393630","5","21415","0","205","10","21161","49"
"6","BHARATPUR","462788","5","31354","0","272","25","31012","70"
"7","BHILWARA","488040","11","38090","0","161","41","37856","73"
"8","BIKANER","704440","33","49718","0","583","42","48980","155"
"9","BUNDI","220506","0","9715","0","55","3","9646","14"
"10","CHITTORGARH","441896","8","29321","0","140","0","29065","116"
"11","CHURU","408725","16","20679","0","114","23","20437","128"
"12","DAUSA","272135","5","15749","1","78","8","15627","44"
"13","DHOLPUR","269129","7","13723","0","49","0","13611","63"
"14","DUNGARPUR","323701","8","25474","0","134","14","25300","40"
"15","GANGANAGAR","408786","9","28004","0","158","0","27589","257"
"16","HANUMANGARH","472640","12","22370","0","114","37","22171","85"
"17","JAIPUR","3186420","363","272327","0","2108","300","267913","2306"
"18","JAISALMER","238570","5","17015","0","68","0","16818","129"
"19","JALORE","433497","0","10516","0","78","0","10423","15"
"20","JHALAWAR","357965","5","17630","0","207","18","17372","51"
"21","JHUNJHUNU","471056","27","19057","0","179","38","18674","204"
"22","JODHPUR","1358356","73","140569","0","1162","105","139318","89"
"23","KARAULI","227139","16","8920","0","84","23","8734","102"
