"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","797177","15","50065","0","447","32","49541","77"
"2","ALWAR","1629595","8","84945","0","321","8","84580","44"
"3","BANSWARA","322578","2","14784","0","106","0","14672","6"
"4","BARAN","242400","0","15317","0","64","0","15248","5"
"5","BARMER","406263","0","21481","0","205","10","21262","14"
"6","BHARATPUR","476416","1","31454","0","273","0","31180","1"
"7","BHILWARA","510412","6","38301","0","162","10","38097","42"
"8","BIKANER","761062","38","50462","0","590","11","49736","136"
"9","BUNDI","236874","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","454925","1","29439","0","140","0","29284","15"
"11","CHURU","437856","0","20951","0","115","2","20832","4"
"12","DAUSA","297872","3","15900","0","82","2","15800","18"
"13","DHOLPUR","289835","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","328173","0","25510","0","134","0","25365","11"
"15","GANGANAGAR","423486","0","28189","0","158","0","28021","10"
"16","HANUMANGARH","489514","2","22538","0","115","0","22414","9"
"17","JAIPUR","3482842","44","277818","0","2114","24","275174","530"
"18","JAISALMER","243042","0","17036","0","68","0","16968","0"
"19","JALORE","449259","0","10575","0","78","0","10486","11"
"20","JHALAWAR","416002","2","17771","0","207","0","17556","8"
"21","JHUNJHUNU","494375","0","19161","0","181","0","18980","0"
"22","JODHPUR","1436250","36","141660","0","1164","27","140326","170"
"23","KARAULI","243341","0","8969","0","85","0","8884","0"
