"S.No","District","Today's Samples","Today's 
Positive","Today's 
Death","Today's  
Recovered/
Discharged","Active  case"
"1","AJMER","233","6","0","21","27"
"2","ALWAR","489","1","0","8","9"
"3","BANSWARA","11","0","0","0","0"
"4","BARAN","78","0","0","0","0"
"5","BARMER","58","1","0","0","1"
"6","BHARATPUR","19","1","0","1","1"
"7","BHILWARA","27","0","0","0","0"
"8","BIKANER","249","0","0","0","5"
"9","BUNDI","63","0","0","0","0"
"10","CHITTORGARH","212","0","0","1","6"
"11","CHURU","165","0","0","0","0"
"12","DAUSA","258","0","0","0","1"
"13","DHOLPUR","36","0","0","0","0"
"14","DUNGARPUR","3","0","0","0","0"
"15","GANGANAGAR","26","0","0","1","0"
"16","HANUMANGARH","112","1","0","0","2"
"17","JAIPUR","1009","31","0","24","110"
"18","JAISALMER","8","0","0","0","0"
"19","JALORE","17","0","0","0","0"
"20","JHALAWAR","318","0","0","0","1"
"21","JHUNJHUNU","101","0","0","1","0"
"22","JODHPUR","162","15","0","7","44"
"23","KARAULI","197","0","0","0","3"
"24","KOTA","527","2","0","2","19"
"25","NAGAUR","282","0","0","0","0"
"26","PALI","101","0","0","3","13"
