"Total No. of Sample Taken Today","23922"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 8)","793"
"Total Positive Cases under Home Isolation (02-01-2022)","2118"
"Total No. of Samples Sent till date","14719928"
"Total No. of Samples found Positive till date 
Total Omicron Cases:71 (Active – 12, Discharged - 59)","775710 
(M: 473647 
F: 302046 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","762516"
"Total Active COVID-19 Patients","3107"
"No. of Deaths","10064"
"Total No. of People Vaccinated today","302491 
(1st Dose: 162603, 
2nd Dose: 139888)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","20233204(98%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","14660702(71%)"
"Cumulative Coverage of Total COVID-19 Vaccination","34948885"
"COVID-19 Today (03-01-2022) Positivity Rate","2.63%"
"COVID-19 Cumulative Positivity Rate","5.28%"
"Recovery Rate","98.30%"
"Fatality Rate","1.30%"
"Tests Per Million Population","580668"
