"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","785988","0","49743","0","447","1","49287","9"
"2","ALWAR","1604140","9","84549","0","320","2","84177","52"
"3","BANSWARA","316819","0","14765","0","106","0","14657","2"
"4","BARAN","234069","0","15251","0","64","0","15185","2"
"5","BARMER","402779","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476238","0","31451","0","272","0","31179","0"
"7","BHILWARA","506235","0","38181","0","162","0","38018","1"
"8","BIKANER","739286","0","49913","0","586","1","49322","5"
"9","BUNDI","232932","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","451266","0","29377","0","140","0","29237","0"
"11","CHURU","433621","2","20830","0","114","0","20705","11"
"12","DAUSA","290352","1","15793","0","80","0","15703","10"
"13","DHOLPUR","283056","0","13924","0","49","41","13816","59"
"14","DUNGARPUR","327631","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","422220","0","28142","0","158","1","27981","3"
"16","HANUMANGARH","487903","0","22518","0","114","1","22403","1"
"17","JAIPUR","3398529","33","275511","0","2112","63","273039","360"
"18","JAISALMER","242242","0","17036","0","68","0","16968","0"
"19","JALORE","444314","0","10546","0","78","0","10467","1"
"20","JHALAWAR","391418","2","17713","0","207","0","17502","4"
"21","JHUNJHUNU","491949","0","19158","0","181","0","18977","0"
"22","JODHPUR","1417720","0","141105","0","1164","0","139936","5"
"23","KARAULI","237566","0","8968","0","84","0","8884","0"
