"1","Total Samples taken","19163591"
"2","Sample collected on the day","9812"
"3","Test conducted on the day","9577"
"4","Total No. of patients tested Positive","759334"
"5","No. of patients discharged","741478"
"6","Positive cases on the day","30"
"7","Number of active Cases","113"
"8","Total Deaths reported","17743"
"9","No. of Patients on oxygen support","4"
"10","Patients at critical care Level-3 facilities","0"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","3"
"13","Total Healthcare Workers vaccinated with 1st dose","218515"
"14","Frontline Workers vaccinated with 1st dose on the day","6"
"15","Total Frontline Workers vaccinated with 1st dose","1116931"
"16","Healthcare Workers vaccinated with 2nd dose on the day","32"
"17","Total Healthcare Workers vaccinated with 2nd dose","209117"
"18","Frontline Workers vaccinated with 2nd dose on the day","120"
"19","Total Frontline Workers vaccinated with 2nd dose","1008568"
"20","Above 45 Vaccinated with 1st dose on the day","500"
"21","Total Above 45 Vaccinated with 1st dose","8274067"
"22","Above 45 Vaccinated with 2nd dose on the day","8505"
"23","Total Above 45 Vaccinated with 2nd dose","6889927"
"24","18-44 years age group Vaccinated with 1st dose on the day","1733"
"25","Total 18-44 years age group Vaccinated with 1st dose","12443041"
"26","18-44 years age group Vaccinated with 2nd dose on the day","19194"
"27","Total 18-44 years age group Vaccinated with 2nd dose","9087248"
"28","15-17 years age group Vaccinated with 1st dose on the day","1756"
"29","Total 15-17 years age group Vaccinated with 1st dose","1001042"
"30","15-17 years age group Vaccinated with 2nd dose on the day","4044"
"31","Total 15-17 years age group Vaccinated with 2nddose","543072"
"32","12-14 years age group Vaccinated with 1st dose on the day","3607"
"33","Total 12-14 years age group Vaccinated with 1st dose","371745"
"34","12-14 years age group Vaccinated with 2nddose on the day","3119"
"35","Total 12-14 years age group Vaccinated with 2nddose","14508"
"36","Precautionary dose given on the day","4476"
"37","Total Precautionary dose given","494324"
"38","Total Vaccination 1st dose on the day","2242"
"39","Total Vaccination 2nd dose on the day","27851"
"40","Total Vaccination 1st and 2nd dose on the day","30093"
