"Total No. of Sample Taken Today","10420"
"Total No. of Positive Cases Detected Today","450"
"Total Active COVID-19 Patients","2853"
"Total No. of Active Cases under Home Isolation (27-06-2022)","2772"
"Total No. of Samples found Positive till date","1014444"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1000946"
"No. of Deaths","10622"
"Total No. of People Vaccinated Today","21018 
(1st Dose: 1135 
2nd Dose: 7361 
Precaution Dose: 12522)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23568916 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19438371 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","972636"
"Cumulative Coverage of Total COVID-19 Vaccination","43979923"
"COVID-19 Today (27-06-2022) Positivity Rate","3.52%"
"Recovery Rate","98.67%"
"Fatality Rate","1.05%"
