"Total No. of Sample Taken Today","13999"
"Total No. of Positive Cases Detected Today","227"
"Total Active COVID-19 Patients","1143"
"Total No. of Active Cases under Home Isolation (28-05-2022)","1122"
"Total No. of Samples found Positive till date","1002252"
"Total Positive COVID-19 Patients Recovered / Discharged till date","990465"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","26021 
(1st Dose: 3835 
2nd Dose: 11106 
Precaution Dose: 11080"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23528326 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19230817 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","671446"
"Cumulative Coverage of Total COVID-19 Vaccination","43430589"
"COVID-19 Today (28-05-2022) Positivity Rate","1.59%"
"Recovery Rate","98.82%"
"Fatality Rate","1.06%"
