"Total No. of Sample Taken Today","4907"
"Total No. of Positive Cases Detected Today","26"
"Total Active COVID-19 Patients","208"
"Total No. of Active Cases under Home Isolation (03-10-2022)","189"
"Total No. of Samples found Positive till date","1055040"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044103"
"No. of Deaths","10706"
"Total No. of People Vaccinated Today","3126 
(1st Dose: 333 
2nd Dose: 654 
Precaution Dose: 2139)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23665021 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19808204 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1905378"
"Cumulative Coverage of Total COVID-19 Vaccination","45378603"
"COVID-19 Today (03-10-2022) Positivity Rate","0.37%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
