"S.No","Particulars","Leh","","Kargil","","UT Ladakh",""
"1","Total Confirmed Positive cases","22959","","5279","","28238",""
"2","Total Active Cases","08 
(0.03%)","","01 
(0.02%)","","09 
(0.03%)",""
"3","Total Cured/Discharged","22783 
(99.2%)","","5218 
(98.8%)","","28001 
(99.2%)",""
"4","Total Died","168 
(0.73%)","","60 
(1.1%)","","228 
(0.81%)",""
"5","Total Positive cases admitted in COVID 
Hospital","03","","0","","03",""
"6","Total Positive cases in Home Isolation","05","","01","","06",""
"7","COVID Care Centre","00","","00","","00",""
"8","Facility Isolation","00","","00","","00",""
"9","No. of Samples Tested (Today)","112","","07","","119",""
"10","No. of Samples Positive (Today)","00","","00","","00",""
"11","No. of Samples Negative (Today)","111","","07","","118",""
"12","Repeat Positive/ Resampling (Today)","01","","00","","01",""
"13","Today’s Samples collected at different entry points in 
Ladakh (representing new arrivals to UT 
Ladakh)","a.)Total Sample collected at KBR Airport 
b.)Total Samples collected at Minamarg 
(Drass)c.)Total Sample collected at Upshi 
d.)Total sample collected at Khaltsi 
              Grand Total","","","","","38 
00 
00 
04 
42"
"14","COVID-19TotalTestsdonebyUTofLadakh(Cumulative)","Type of Test","Test Done Till 
(13/04/2022)","","Test Done Today 
(14/04/2022)","","Cumulative"
"","","a)RTPCR","318149","","89","","318238"
"","","b)TRUENAT","13293","","10","","13303"
"","","c)RAT","347918","","20","","347938"
"","","d)  CBNAAT","1076","","00","","1076"
"","","TOTAL","680436","","119","","680555"
