,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-11-16,AR,8,0,3,794,1031,2925,53.0,33.0,0.0,27.0,-7049.0,5311.0,18288.0,Anjaw,0,0,0,0,7,41,0.0,0.0,0.0,0.0,,19.0,194.0,21089,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1068,3,1065,20970,11748,8352,2021-11-16 20:00:00+05:30,1504000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55230,280,54900,1182426,781499,578774,0,0,0,0,0
1,1,1,1,1,2021-11-16,AR,8,0,3,794,1031,2925,53.0,33.0,0.0,27.0,-7049.0,5311.0,18288.0,Changlang,0,0,0,2,148,216,3807.0,2.0,0.0,0.0,,891.0,1943.0,147951,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3809,22,3785,79445,90956,62029,2021-11-16 20:00:00+05:30,1504000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55230,280,54900,1182426,781499,578774,0,0,0,0,0
2,2,2,2,2,2021-11-16,AR,8,0,3,794,1031,2925,53.0,33.0,0.0,27.0,-7049.0,5311.0,18288.0,East Kameng,0,0,0,0,12,65,-2710.0,0.0,0.0,0.0,,160.0,612.0,78413,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1094,0,1094,52766,23191,16946,2021-11-16 20:00:00+05:30,1504000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55230,280,54900,1182426,781499,578774,0,0,0,0,0
3,3,3,3,3,2021-11-16,AR,8,0,3,794,1031,2925,53.0,33.0,0.0,27.0,-7049.0,5311.0,18288.0,East Siang,1,0,0,38,45,173,2118.0,6.0,0.0,3.0,,487.0,1699.0,99019,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3219,17,3196,61370,54802,43235,2021-11-16 20:00:00+05:30,1504000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55230,280,54900,1182426,781499,578774,0,0,0,0,0
4,4,4,4,4,2021-11-16,AR,8,0,3,794,1031,2925,53.0,33.0,0.0,27.0,-7049.0,5311.0,18288.0,Kamle,0,0,0,0,22,13,-2686.0,0.0,0.0,0.0,,84.0,128.0,22256,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,512,0,512,6582,7048,4261,2021-11-16 20:00:00+05:30,1504000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55230,280,54900,1182426,781499,578774,0,0,0,0,0
5,5,5,5,5,2021-11-16,AR,8,0,3,794,1031,2925,53.0,33.0,0.0,27.0,-7049.0,5311.0,18288.0,Kra Daadi,0,0,0,0,6,39,-242.0,0.0,0.0,0.0,,23.0,220.0,0,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,270,0,270,6066,6305,3529,2021-11-16 20:00:00+05:30,1504000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55230,280,54900,1182426,781499,578774,0,0,0,0,0
6,6,6,6,6,2021-11-16,AR,8,0,3,794,1031,2925,53.0,33.0,0.0,27.0,-7049.0,5311.0,18288.0,Kurung Kumey,0,0,0,0,7,13,241.0,0.0,0.0,0.0,,65.0,122.0,89717,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,511,1,510,9171,9242,6136,2021-11-16 20:00:00+05:30,1504000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55230,280,54900,1182426,781499,578774,0,0,0,0,0
7,7,7,7,7,2021-11-16,AR,8,0,3,794,1031,2925,53.0,33.0,0.0,27.0,-7049.0,5311.0,18288.0,Lepa Rada,0,0,0,7,2,19,365.0,0.0,0.0,2.0,,12.0,103.0,0,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,876,3,873,16741,13361,10564,2021-11-16 20:00:00+05:30,1504000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55230,280,54900,1182426,781499,578774,0,0,0,0,0
8,8,8,8,8,2021-11-16,AR,8,0,3,794,1031,2925,53.0,33.0,0.0,27.0,-7049.0,5311.0,18288.0,Lohit,0,0,0,29,81,123,2013.0,0.0,0.0,6.0,,438.0,1169.0,145538,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2888,26,2861,49080,31713,24047,2021-11-16 20:00:00+05:30,1504000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55230,280,54900,1182426,781499,578774,0,0,0,0,0
9,9,9,9,9,2021-11-16,AR,8,0,3,794,1031,2925,53.0,33.0,0.0,27.0,-7049.0,5311.0,18288.0,Longding,0,0,0,2,46,334,-2124.0,0.0,0.0,0.0,,147.0,574.0,60000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,752,2,750,19850,19555,9141,2021-11-16 20:00:00+05:30,1504000,2021-11-16 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55230,280,54900,1182426,781499,578774,0,0,0,0,0
