"1","Total Samples taken","16663459"
"2","Sample collected on the day","22795"
"3","Test conducted on the day","14930"
"4","Total No. of patients tested Positive","604008"
"5","No. of patients discharged","587082"
"6","Number of active Cases","293"
"7","Total Deaths reported","16633"
"8","No. of Patients on oxygen support","18"
"9","Patients at critical care Level-3 facilities","10"
"10","Patients who are critical and on ventilator support","0"
"11","Healthcare Workers vaccinated with 1st dose on the day","3"
"12","Total Healthcare Workers vaccinated with 1st dose","217875"
"13","Frontline Workers vaccinated with 1st dose on the day","105"
"14","Total Frontline Workers vaccinated with 1st dose","1154702"
"15","Healthcare Workers vaccinated with 2nd dose on the day","62"
"16","Total Healthcare Workers vaccinated with 2nd dose","141581"
"17","Frontline Workers vaccinated with 2nd dose on the day","317"
"18","Total Frontline Workers vaccinated with 2nd dose","343119"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","108"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","379"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1372577"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","484700"
"23","Above 45 Vaccinated with 1st dose on the day","3504"
"24","Total Above 45 Vaccinated with 1st dose","6404905"
"25","Above 45 Vaccinated with 2nd dose on the day","14466"
"26","Total Above 45 Vaccinated with 2nd dose","3707366"
"27","18-44 years age group Vaccinated with 1st dose on the day","10667"
"28","Total 18-44 years age group Vaccinated with 1st dose","9062254"
"29","18-44 years age group Vaccinated with 2nd dose on the day","37757"
"30","Total 18-44 years age group Vaccinated with 2nd dose","4681142"
"31","Total Vaccination 1st dose on the day","14279"
"32","Total Vaccination 2nd dose on the day","52602"
"33","Total Vaccination 1st and 2nd dose on the day","66881"
