"Total No. of Sample Taken Today","10555"
"Total No. of Positive Cases Detected Today","103"
"Total Active COVID-19 Patients","461"
"Total No. of Active Cases under Home Isolation (15-09-2022)","425"
"Total No. of Samples found Positive till date","1054110"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1042931"
"No. of Deaths","10695"
"Total No. of People Vaccinated Today","9122 
(1st Dose: 1356 
2nd Dose: 2203 
Precaution Dose: 5563)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23658158 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19790227 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1858984"
"Cumulative Coverage of Total COVID-19 Vaccination","45307369"
"COVID-19 Today (15-09-2022) Positivity Rate","1.03%"
"Recovery Rate","98.94%"
"Fatality Rate","1.01%"
