Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
2021-12-03,MH,Ahmednagar,,,,342268,7129,334682,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Akola,,,,58792,1426,57350,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Amravati,,,,96271,1598,94662,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Aurangabad,,,,155872,4260,151509,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Beed,,,,104012,2830,101105,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Bhandara,,,,59992,1123,58858,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Buldhana,,,,85604,803,84788,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Chandrapur,,,,89015,1564,87429,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Dhule,,,,46158,655,45490,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Gadchiroli,,,,30454,669,29750,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Gondia,,,,40512,569,39928,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Hingoli,,,,18480,507,17966,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Jalgaon,,,,139876,2714,137121,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Jalna,,,,60724,1211,59476,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Kolhapur,,,,206811,5849,200932,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Latur,,,,92243,2441,89741,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Mumbai,,,,763403,16344,742623,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Nagpur,,,,493630,9128,484378,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Nanded,,,,90454,2659,87766,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Nandurbar,,,,40005,948,39053,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Nashik,,,,412205,8721,403011,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Osmanabad,,,,68017,1981,65901,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Other State,,,,144,111,31,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Palghar,,,,138632,3300,135134,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Parbhani,,,,52403,1235,51134,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Pune,,,,1161190,19711,1139201,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Raigad,,,,196917,4814,191894,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Ratnagiri,,,,79115,2493,76576,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Sangli,,,,210032,5629,204354,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Satara,,,,251158,6478,244434,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Sindhudurg,,,,52995,1442,51491,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Solapur,,,,211147,5582,205321,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Thane,,,,613735,11570,601072,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Wardha,,,,57349,1218,55963,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Washim,,,,41673,637,41031,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
2021-12-03,MH,Yavatmal,,,,76001,1800,74180,,2021-12-04 12:21:28.592526,2021-12-04 12:21:28.593216,,,6637289,141149,6485335,65839692
