"Total No. of Sample Taken Today","22948"
"Total No. of Positive Cases Detected Today","15"
"Total Positive Cases under Home Isolation (15-11-2021)","106"
"Total No. of Samples Sent till date","13314887"
"Total No. of Samples found Positive till date","771463 
(M: 471400 
F: 300046 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761266"
"Total Active COVID-19 Patients","123"
"No. of Deaths","10051"
"Total No. of People Vaccinated today","125545 
(1st Dose: 38228, 
2nd Dose: 87317"
"Cumulative Coverage of Vaccination","27084733"
"COVID-19 Today (16-11-2021) Positivity Rate","0.09%"
"COVID-19 Cumulative Positivity Rate","5.80%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","525242"
