"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,676+4","15,537+3","102","37+1","21-Nov-21"
"2","Coochbehar","29,546+10","29,319+11","97","130-1","21-Nov-21"
"3","Darjeeling","57,745+14","56,913+25","547","285-11","21-Nov-21"
"4","Kalimpong","7,110+1","7,027+3","54","29-2","21-Nov-21"
"5","Jalpaiguri","42,278+12","41,548+12","584","146","21-Nov-21"
"6","Uttar Dinajpur","20,026+1","19,723+6","240","63-5","21-Nov-21"
"7","Dakshin Dinajpur","18,379+17","17,995+18","172","212-1","21-Nov-21"
"8","Malda","33,623+3","33,344+8","187","92-5","21-Nov-21"
"9","Murshidabad","34,105+6","33,721+4","330","54+2","21-Nov-21"
"10","Nadia","74,078+18","72,878+28","878+2","322-12","21-Nov-21"
"11","Birbhum","41,514+21","41,068+12","289","157+9","21-Nov-21"
"12","Purulia","19,460+3","19,327+2","114","19+1","21-Nov-21"
"13","Bankura","36,722+9","36,273+15","276","173-6","21-Nov-21"
"14","Jhargram","12,254+2","12,178+4","27","49-2","21-Nov-21"
"15","Paschim Medinipur","53,975+15","53,295+15","508","172","21-Nov-21"
"16","Purba Medinipur","63,305+3","62,810+8","400","95-5","21-Nov-21"
"17","Purba Bardhaman","42,446+10","42,052+17","202","192-7","21-Nov-21"
"18","Paschim Bardhaman","58,239+18","57,669+18","359+1","211-1","21-Nov-21"
"19","Howrah","1,00,140+37","97,982+54","1,533+1","625-18","21-Nov-21"
"20","Hooghly","87,702+49","86,052+55","1,008+1","642-7","21-Nov-21"
"21","North 24 Parganas","3,32,344+138","3,26,044+117","4,902+4","1,398+17","21-Nov-21"
"22","South 24 Parganas","1,02,421+51","1,00,390+56","1,367","664-5","21-Nov-21"
"23","Kolkata","3,27,306+173","3,19,910+185","5,218+5","2,178-17","21-Nov-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,10,460+615","15,83,118+676","19,397+14","7,945-75",""
