"Total No. of Sample Taken Today","39285"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 26)","427"
"Total Positive Cases under Home Isolation (30-12-2021)","901"
"Total No. of Samples Sent till date","14627324"
"Total No. of Samples found Positive till date 
Total Omicron Cases:63 (Active – 23, Discharged - 40)","773788 
(M: 472402 
F: 300942 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","762284"
"Total Active COVID-19 Patients","1417"
"No. of Deaths","10064"
"Total No. of People Vaccinated today","320423 
(1st Dose: 113416, 
2nd Dose: 207007)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","20018689 (97%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","14334842 (70%)"
"Cumulative Coverage of Total COVID-19 Vaccination","34353531"
"COVID-19 Today (31-12-2021) Positivity Rate","1.17%"
"COVID-19 Cumulative Positivity Rate","5.31%"
"Recovery Rate","98.51%"
"Fatality Rate","1.30%"
"Tests Per Million Population","577015"
