"Total No. of Sample Taken Today","8863"
"Total No. of Positive Cases Detected Today","63"
"Total Active COVID-19 Patients","323"
"Total No. of Active Cases under Home Isolation (22-09-2022)","294"
"Total No. of Samples found Positive till date","1054586"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1043539"
"No. of Deaths","10701"
"Total No. of People Vaccinated Today","6775 
(1st Dose: 652 
2nd Dose: 2213 
Precaution Dose: 3910)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23662028 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19801250 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1885602"
"Cumulative Coverage of Total COVID-19 Vaccination","45348880"
"COVID-19 Today (22-09-2022) Positivity Rate","0.76%"
"Recovery Rate","98.95%"
"Fatality Rate","1.01%"
