"Total No. of Sample Taken Today","12345"
"Total No. of Positive Cases Detected Today","433"
"Total Active COVID-19 Patients","2486"
"Total No. of Active Cases under Home Isolation (01-07-2022)","2414"
"Total No. of Samples found Positive till date","1016468"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1003335"
"No. of Deaths","10624"
"Total No. of People Vaccinated Today","14639 
(1st Dose: 837 
2nd Dose: 4939 
Precaution Dose: 8863)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23572201 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19460193 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1007479"
"Cumulative Coverage of Total COVID-19 Vaccination","44039873"
"COVID-19 Today (01-07-2022) Positivity Rate","3.50%"
"Recovery Rate","98.71%"
"Fatality Rate","1.05%"
