"Total No. of Sample Taken Today","14163"
"Total No. of Positive Cases Detected Today","582"
"Total Active COVID-19 Patients","2541"
"Total No. of Active Cases under Home Isolation (06-05-2022)","2497"
"Total No. of Samples found Positive till date","995618"
"Total Positive COVID-19 Patients Recovered / Discharged till date","982434"
"No. of Deaths","10620"
"Total No. of People Vaccinated Today","45575 
(1st Dose: 11810 
2nd Dose: 19938 
Precaution Dose: 13827)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23403580 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 15yrs above population)","18979445 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","444826"
"Cumulative Coverage of Total COVID-19 Vaccination","42827851"
"COVID-19 Today (06-05-2022) Positivity Rate","4.02%"
"Recovery Rate","98.68%"
"Fatality Rate","1.07%"
